release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-7345ef083c94ca7f-01,[la] pugnus [ca] puny [es] puño [fr] poing [pt] punho [ro] pumn,*puǵnos,,6,1318,etymology_db,,
train-3fc5660fc8378b82-01,[en] chip [pl] chip,*ǵeyb-,,2,1319,etymology_db,,
train-02d5669b7a92715e-01,[en] knot [en] knotty [gl] nó,*gnod-,,3,1320,etymology_db,,
train-d837f645422d2ef1-01,[rom] amen [nn] oss [sv] oss [sa] अस्मद् [mhn] ens [gu] અમે [gmq-scy] váss [sa] अस्मान् [sa] नस् [khw] اسپا [ae] 𐬀𐬵𐬨𐬀 [frr] üs [saz] ꢂꢪꢶ [sv] voss,*n̥smé,,14,1321,etymology_db,,
train-19efdb7bfb6a0aed-01,[en] amuse [de] Mücke [en] mud [de] Maul [fr] amuser [en] midge [nb] mygg [nn] mygg [la] muttio,*mū-,,9,1322,etymology_db,,
train-ec52577a141e6215-01,[en] dung [ang] dung [ang] dung [osx] dung [en] dungeon [nl] donk [sv] dynga [sq] dëng [lt] dengti,*dʰengʰ-,,9,1323,etymology_db,,
train-a5c0bebcc405d553-01,[en] miracle [fro] miracle,*(s)meyh₂-,,2,1324,etymology_db,,
train-3a3432a1da7ee2ad-01,[fo] apa [sv] apa,*abō-,,2,1325,etymology_db,,
train-04bd9346e4cc7016-01,[pt] vela [roa-opt] vea [pt] véu,*weg,,3,1326,etymology_db,,
train-9cb48fbbfef3c901-01,[sh] meja [sl] meja [sh] međa [sh] међа,*medʰyos,,4,1327,etymology_db,,
train-140dbd1c3040c333-01,[ysc] dan [en] Danube [fr] Danube [sh] Dunav [bg] Дунав [mk] Дунав [sh] Дунав [ru] Дунай [uk] Дунай [os] дон [la] Danubius [it] Danubio [es] Danubio [de] Donau [ro] Dunăre [cs] Dunaj [pl] Dunaj [sk] Dunaj [sl] Dunaj [pt] Danúbio [el] Δούναβης [ga] Danóib [ca] Danubi [ang] Donua,*déh₂nu,,24,1328,etymology_db,,
train-7f8cd80aba6e83c9-01,[sga] rigid [gd] rag [en] reach [la] rigo [ga] cuibhrigh [la] rigeo [sga] conrig [cy] cyfrwy [cy] rhwym,*Hreyǵ-,,9,1329,etymology_db,,
train-b075d685ae1d9212-01,[fr] ancestral [es] ancestral [en] concede [pt] conceder [xto] kätk- [txb] kätk-,*ked-,,6,1330,etymology_db,,
train-6db8ffe2ccce5c0f-01,[en] steer [de] Stier [de] stieren [nl] stier [da] tyr,*(s)táwros,,5,1331,etymology_db,,
train-1c73de2bea53ed3c-01,[en] yard [en] girth [fr] jardin [ro] gard [uk] город [en] gird [sv] gård [grc] Γόρδιον [ru] жердь [fo] gjørð [non] gyrða [non] gjǫrð [non] gerða [non] gerði [txb] kerccī,*gʰerdʰ-,,15,1332,etymology_db,,
train-55039f03a62efc11-01,[lt] juosta [grc] ζώννυμι [grc] ζωστήρ,*yeh₃s-,,3,1333,etymology_db,,
train-5b4f63af8e0223b6-01,[en] -y [enm] -y [nl] -ig [de] -ig [nb] -ig [osx] -ig [sv] -ig [en] agonic [osx] -ag [en] Homeric [enm] -ik [nb] abbedverdighet [en] barnacle [pdc] -ich [stq] -ich [fy] -ich [sa] -इक [lv] -īgs [lt] -iukas [la] -cus [grc] -κός [got] -𐌲𐍃 [non] -ugr [non] -igr [ar] زمزريق [nb] abiotisk [ar] أريج [es] Marción [en] Marcion [la] Marcion [nb] A-klinikk [nb] a-klinikk,*-kos,,32,1334,etymology_db,,
train-950778e47609e81b-01,[en] step [id] step [sh] stupiti [sh] ступити [uk] ступити [ru] ступить [cs] stoupit,*stab-,,7,1335,etymology_db,,
train-1992302384a3a6a8-01,[id] step [en] steep [en] steep [en] stoop [sco] stap [ang] stupian,*(s)tewb-,,6,1336,etymology_db,,
train-3d1877785c2dfba6-01,[en] strap [grc] στραβός [grc] στρέφω [es] estrabismo [grc] στρεβλός [grc] στρόβος,*strebʰ-,,6,1337,etymology_db,,
train-47c99c448ee1d04c-01,[en] ski [en] scatter [en] sheath [en] sheathe [la] scutum [en] sheave [en] shift [en] sciolism [de] Scheibe [cs] cep [en] prescient [fr] écu [ro] ști [la] scio [ga] scian [en] shoad [en] kyle [la] scutra [sga] scían [sga] scíath [cim] siar [sga] sceid [ang] sceada [pl] szyb [cy] amcan [grc] σκεδάννυμι,*skey-,,26,1338,etymology_db,,
train-e51a93e51ecc99bf-01,[en] dune [cel-gau] dunon,*dʰuHnom,,2,1339,etymology_db,,
train-dab12727328a8a56-01,[fi] kesä [ru] осень [pl] jesień [pi] sassa [sk] jeseň [prg] assanis [sa] सस्य [sa] सस,*(s)h₁es-,,8,1340,etymology_db,,
train-3a37ef8f055bb0ee-01,[fr] gland [la] glans [ru] жёлудь [it] ghianda [cs] žalud [pt] lande [pl] żołądź [el] βελανίδι [gl] landra [bg] жълъд [ro] ghindă [grc] βάλανος [lv] zīle [uk] жолудь [dsb] žołź [mk] желад [zlw-ocs] želud [sh] želud [sh] желуд [hsb] žołdź [lt] gilė,*gʷelh₂-,,21,1341,etymology_db,,
train-c769d7f3f01fbbf9-01,[en] oven [is] ofn [sv] ugn [sa] उखा [nb] ovn [mh] obwin,*aukw-,,6,1342,etymology_db,,
train-b344c3f3603e40c1-01,[gv] fee [en] wick [nl] wiek [de] wickeln [ga] figh [gd] figh [enm] weke [de] Wickel,*weg-,,8,1343,etymology_db,,
train-3f92cca1d5bc4711-01,[fy] fee [fi] poro [nl] vee [dum] vee [sv] fä [it] pecora [pdc] Vieh [hit] 𒇻 [la] pecus [fo] fæ [xcl] ասր [fro] fieu [de] Viech [lij] pêgoa,*peḱu-,,14,1344,etymology_db,,
train-7780cf3665a41cc5-01,[en] member [txb] misa [sh] meso [la] membrum [bn] মাস [cs] maso [zlw-ocs] maso [ru] мясо [ga] mír [cu] мѧсо [hi] मांस [pl] mięso [kok] मास [xcl] միս [grc] μηρός [sk] mäso [uk] м'ясо [lv] miesa [dsb] měso [ltg] mīsa [txb] mīsa [lt] mėsa [be] мяса [as] মাংস [bn] মাংস [got] 𐌼𐌹𐌼𐌶 [as] মঙহ [rue] мнясо [szl] miynso [sa] मांस् [csb] miãso,*mḗms,,31,1345,etymology_db,,
train-c2d77999c6bf0267-01,[fi] myydä [la] migro [grc] ἀμείβω,*h₂meygʷ-,,3,1346,etymology_db,,
train-dce7c85a4b5951a1-01,[en] mega- [nl] mega- [en] Majesty,*meǵh₂s,,3,1347,etymology_db,,
train-e011c907649205ed-01,[en] drop [en] droop [grc] θρύπτω [li] Dröpp,*dʰrewb-,,4,1348,etymology_db,,
train-8594bc5f586188a4-01,[pl] drop [en] trot [sco] trot [ru] дрофа [de] Trappe [ro] dropie [mk] дропла,*dreh₂-,,7,1349,etymology_db,,
train-9456923a8ab583a6-01,[en] urine [ms] urin,*uh₁r-,,2,1350,etymology_db,,
train-8778a8ed0ea9a1f8-01,[en] anus [ca] anus [nl] anus [fi] anus [fr] anus [la] anus [ro] anus [sv] anus [ga] anas [pt] elo [it] anello [ro] inel [es] anillo [fr] anneau [ca] anell [he] אנאלי,*h₁eh₂no-,,16,1351,etymology_db,,
train-03e66c3e02075ffe-01,[id] uterus [la] uterus [sa] उदर [grc] ὕδερος [xsv] wendoris,*úderos,,5,1352,etymology_db,,
train-954f519be67ab9d9-01,[en] grab [en] grave [en] grave [ro] groapă [en] groove [en] greave [en] grapple [sq] gropë [de] Grube [en] yerk [ca] garba [la] garba [oc] garba [es] garba [fr] gerber [en] yark [fa] پذیرفتن [fr] agripper [ga] greim [gd] greim [sq] kruaj [de] grapschen [sq] grabë [nb] grøft [pl] grzebać [sa] ग्रभ् [sa] ग्रह् [bra] गहन [mk] грабне [got] 𐌲𐍂𐌰𐌱𐌰 [kok] घेव्चे [sa] गृभ्णाति [got] 𐌲𐍂𐌰𐌱𐌰𐌽 [ar] جريب [nb] grøftefyll [sga] greimm [sa] गृह्णाति,*gʰrebʰ-,,37,1353,etymology_db,,
train-3e6a8b21414a8a91-01,[pl] grab [sh] grab [sh] граб,*grābʰ-,,3,1354,etymology_db,,
train-b9a943cfdcebb5ca-01,[en] bi- [la] bi-,*duwo,,2,1355,etymology_db,,
train-913b539eaaf2a09e-01,[en] oat [enm] ote [is] eitill,*h₁eyd-,,3,1356,etymology_db,,
train-7d4014ab14800145-01,[en] chew [en] cheek [la] gingiva [ang] ceowan [fr] gencive [es] encía [it] gengiva [pt] gengiva [nl] kaak [sv] tugga [is] tyggja [nn] tyggja [fa] جویدن [ro] gingie [ca] geniva [nb] tygge [pl] żuć [gsw] chüüwe [uk] жувати,*ǵyewh₁-,,19,1357,etymology_db,,
train-d382c2edc26dce14-01,[en] gum [nl] guit [is] gaula [lt] gomurys [non] geyja,*ǵʰeh₂w-,,5,1358,etymology_db,,
train-2fae54a05ffc8dc0-01,[en] median [id] median [en] middle [sl] med [id] medan [en] meridian [en] mid [en] mid [en] moiety [en] Media [en] mezzanine [fr] mezzanine [ang] middangeard [ga] mí [grc] μέσος [el] μέσος [hi] में [la] medius [rm] mez [sga] mide [ru] меж [bg] между [ru] между [ro] miez [lt] medis [grc] Μεσσάπιος [cs] mezi [fa] میدان [en] Middle Earth [sh] među [ltg] mežs [lv] mežs [sh] међу [fa] میان [pt] médio [pt] meio [fa] بیشه [ur] میں [en] imell [lb] Mëtt [sk] medzi [hi] मध्य [sa] मध्य [hi] माध्यम [la] Messapii [kok] मदी [as] মাজ [bn] মাঝ [id] madya [oc] mièg [xsv] mejdo [eee] майданъ,*médʰyos,,52,1359,etymology_db,,
train-df68532ec23004f0-01,[dsb] bob [la] faba [en] bean [de] Bohne [es] haba [is] baun [non] baun [it] fava [pt] fava [sv] böna [fo] bøn [bg] боб [ru] боб [fr] fève [fo] bøna [da] bønne [nn] baune,*bʰabʰ-,,17,1360,etymology_db,,
train-f59de37dc84674a5-01,[en] under [ceb] ander [en] under- [it] imo [osx] undar- [xfa] 𐌉𐌚𐌓𐌀,*n̥dʰér,,6,1361,etymology_db,,
train-9f09e073744ee040-01,[nl] zwijn [en] swine [nn] su [ang] su [nn] svin [en] hog [fr] soc [ga] soc [en] socket [la] sus [grc] ὗς [grc] σῦς [got] 𐍃𐍅𐌴𐌹𐌽 [sa] सूकर [cs] svině [en] hoggan [cy] hwch [wym] zaoj [dsb] swinja [ur] سؤر [af] swyn [hi] सूअर [id] soket [os] хуы,*suH-,,24,1362,etymology_db,,
train-d1c609fd1da1f5c8-01,[af] bier [nl] bier [gsw] Bier [de] Bier [ang] beor [non] bjórr,*bʰews-,,6,1363,etymology_db,,
train-cd15c892743366aa-01,[ga] fiú [sh] veseo [ro] vesel [sh] vesel [fa] به [sa] वसु [sga] fíu [en] Visigoth [sh] весео [cy] gwiw [gd] fiù [grc] ἐΰς [got] 𐌹𐌿𐍃𐌹𐌻𐌰 [la] Vesunna [got] 𐌹𐌿𐍃𐌹𐌶𐌰 [la] Bellovesus,*h₁wésus,,16,1364,etymology_db,,
train-9d4d3c0a43c07ce4-01,[non] ló [en] lea [en] leigh [ang] leah [my] လောက [mnw] လောက [sq] lakë,*lówkos,,7,1365,etymology_db,,
train-40985756a348b87e-01,[ast] venti [it] venti [fr] vingt [nrf] vingt [ca] vint [oc] vint [es] veinte [gl] vinte [pt] vinte [vec] vinti [sa] विंशति [rup] yinghits [nrf] vîngt [fur] vincj [ae] 𐬬𐬍𐬯𐬀𐬌𐬙𐬌,*h₁wih₁ḱm̥ti,,15,1366,etymology_db,,
train-cd7c7170bd845ce4-01,[en] hat [en] heed [en] hood [de] Hut [la] cassis [ga] hata [sv] hatt [fa] خود [yi] הוט [os] худ [la] cudo [cy] cadw,*kadʰ-,,12,1367,etymology_db,,
train-048856acea03f4d9-01,[it] vera [en] ferrule [la] viria,*weyh₁ros,,3,1368,etymology_db,,
train-fe30a2a335fb32bc-01,[it] ubriaco [en] sober [it] ubriacare [grc] νηφάλιος [frm] yvre [fro] yvre [hit] 𒂊𒆪𒍣 [xto] yok- [txb] yok-,*h₁egʷʰ-,,9,1369,etymology_db,,
train-f40c94386e6b3410-01,[en] semi- [it] semi- [la] semi- [grc] ἡμι- [sa] सामि,*sēmi,,5,1370,etymology_db,,
train-d3fc1f5a69d814d5-01,[en] poly- [nl] poly- [fr] poly- [nn] poly- [grc] πολύς [en] polylectic,*polh₁ús,,6,1371,etymology_db,,
train-a531e2e22449251c-01,[en] freckle [fo] frøkna [en] sprack,*sp(h)er(e)g-,,3,1372,etymology_db,,
train-3a57d6ea64e4386d-01,[la] dos [af] dosis [nl] dosis [hil] dosis [id] dosis [la] dosis [es] dosis [tl] dosis [de] Dosis [grc] δόσις [sa] दिति,*déh₃tis,,11,1373,etymology_db,,
train-230f50a03da1616d-01,[ro] nor [en] inenubilable [es] nube [fr] nue [es] nublo [it] nuvolo [ca] núvol [en] obnubilate [cy] nudd,*(s)newdʰ-,,9,1374,etymology_db,,
train-b00c7de0fe182ef4-01,[en] stare [en] stern [en] strand [en] torpedo [ceb] torpedo [nl] torpedo [en] distil [en] steal [de] Strähne [grc] στερεός [fo] strond [it] strofinare [pt] estéril [es] estéril [la] torpeo [la] sterilis [la] strenuus [sq] shterrë [de] streifen [sq] shtjerrë [la] stiria [eo] sterila [grc] στεῖρος [got] 𐍃𐍄𐌰𐌹𐍂𐍉,*ster-,,24,1375,etymology_db,,
train-22928a185944cb37-01,[sv] stare [ang] stær [la] sturnus,*storo-,,3,1376,etymology_db,,
train-a4ebd69bd5536e1a-01,[sk] hmla [cs] mlha [sh] magla [sl] megla [pl] mgła [ru] мгла [sh] магла [el] ομίχλη [grc] ὀμίχλη [dsb] mła [be] імгла [rue] молга [uk] імла,*h₃migʰleh₂,,13,1377,etymology_db,,
train-33c0278ea875b5f9-01,[sk] priateľ [sh] prijatelj [sl] prijatelj [ro] prieten [pl] przyjaciel [dsb] pśijaśel [bg] приятел [szl] przŏć [ru] приязнь,*priH-,,9,1378,etymology_db,,
train-20520a80a31a9ddf-01,[sh] где [cs] kde [sk] kde [sh] gde [sh] gdje [sh] gdi [sh] гдје,*kwu-dʰē,,7,1379,etymology_db,,
train-d33c7390851410e4-01,[en] hail [sco] hail [ang] hægl [is] hagl [nb] hagl [nn] hagl [goh] hagal [osx] hagal [sv] hagel,*kagʰlos,,9,1380,etymology_db,,
train-9ca1556152db57b9-01,[ca] ona [roa-opt] onda [pt] onda [es] onda [en] ithe [ang] yþ [is] unnur [yi] אינד,*unt-,,8,1381,etymology_db,,
train-1ffd63816ce2641e-01,[wym] ona [nl] on- [wym] ȫne [txb] āñu,*anew,,4,1382,etymology_db,,
train-dd43b10840d0cf4e-01,[cs] ono [zlw-ocs] ono [txb] intsu,*h₁énos,,3,1383,etymology_db,,
train-ad8d25dca9d36d83-01,[en] -ish [nb] menneske [nl] -s [id] -is [en] -esque [sk] -sky [da] -sk [nb] -sk [nb] -isk [sv] -isk [dsb] -ski [sl] -ski [nb] abelsk [cs] -ský [sk] -ský [nb] abessinsk [nb] absolutistisk [nb] abkhasisk [lt] -iškas [yi] ־יש [nb] apostolisk [lb] -esch [la] -iscus [lv] -isks [fo] -iskur [fo] -skur [wym] -yś [got] -𐌹𐍃𐌺𐍃 [ru] -ской [nb] vegansk [grc] -ίσκος [nb] A4-menneske [non] -skr [non] -iskr [nb] aboriginsk [nb] abyssinsk [nb] abyssinisk [nb] absurdistisk [nb] a-menneske [nb] A-menneske [nb] abderittisk [nb] abelsk gruppe [nb] ablativisk [nb] abolisjonistisk,*-iskos,,44,1384,etymology_db,,
train-1f9d6db18dc91355-01,[en] -eth [nl] -st [xcl] -յ [sga] áigthiu,*-ti,,4,1385,etymology_db,,
train-d979ff7fd9f58b4a-01,[en] -eth [grc] τρίτος [la] -tus [grc] -τος [el] -τος [lij] -étto [sa] -त,*-tós,,7,1386,etymology_db,,
train-2b94cb6be2e027d7-01,[fo] sova [sv] sova [ru] спать [da] sove [nb] sove [cs] spát [la] sopor [hi] सोना [fa] خواب [ur] خواب [ur] سونا [cs] usnout [cu] съпати [sv] sömn [pl] spać [en] sweven [la] sopio [nb] søvnig [nn] søvnig [sk] spať [bg] спя [ru] уснуть [be] спаць [pt] soporífero [es] soporífero [gmq-osw] symn [en] sweb [dsb] spaś [fa] خفتن [dsb] spański [kls] prasúik [as] সপোন [grc] εὕδω [as] সপান [zlw-ocs] spáti,*swep-,,35,1387,etymology_db,,
train-5e248160642dbd4d-01,[fr] marcher [pt] margem [ceb] martsa,*merg-,,3,1388,etymology_db,,
train-bc141e73ced628e9-01,[fi] käärme [cs] červ [sk] červ [ru] червь [sh] crv [mk] црв [sh] црв [sl] črv [hsb] čerw [pl] czerw [dsb] cerw [be] чарвяк [uk] черв'як [tg] кирм [zza] qırm [lv] kurmis [ltg] kurms [mk] црвец,*kʷr̥mis,,18,1389,etymology_db,,
train-3c1330f097a3a4c4-01,[it] olla [la] olla [es] olla [ro] oală,*Hukʷsleh₂,,4,1390,etymology_db,,
train-947676ecf0ea043d-01,[it] olla [la] olla [es] olla [ro] oală [grc] ἰπνός,*Hukʷ-,,5,1391,etymology_db,,
train-4029ecc6e97ba5da-01,[en] Xanthippe [pt] cão [es] cano [la] Mons Casinus [txb] kāswo,*ḱas-,,5,1392,etymology_db,,
train-e8e5d7c06fefc7ff-01,[en] Xanthippe [grc] ὠκύς [cy] diog [la] ocior [en] hippic,*h₁eḱ-,,5,1393,etymology_db,,
train-b9b39b73411a2af2-01,[sh] krv [sk] krv [cs] krev [zlw-ocs] krev [uk] кров [mk] крв [sh] крв [grc] κρέας [el] κρέας [sh] kri [sl] kri [csb] krew [pl] krew [dsb] kšej [pox] kråi [sa] क्रविस् [cy] crau [ga] cró [sga] crú [uk] крів,*kréwh₂s,,20,1394,etymology_db,,
train-2e02526c2ca2e819-01,[en] mattock [ru] метать [ru] метать [ga] meitheal,*met-,,4,1395,etymology_db,,
train-42bd84409349b4ca-01,[en] Neptune [en] Neptunian [txb] iprer,*nebʰ-,,3,1396,etymology_db,,
train-09cd69f677515de6-01,[pi] sukka [fa] سوختن [grc] κύκνος [fa] سوگ [sa] शोक [fa] سوگند [sq] thek,*ḱewk-,,7,1397,etymology_db,,
train-e0efc4e34eb7b7ee-01,[en] -ing [sv] -ande [grc] -ων [fa] نده [grc] -ας [la] -ns,*-onts,,6,1398,etymology_db,,
train-74f8f353d0bac7ee-01,[en] carol [en] yawl [da] jolle [sv] jolle [nl] jol [la] alvus [grc] αὐλός [de] Jolle [el] αυλός,*h₂ewlos,,9,1399,etymology_db,,
train-75a4eff8d6088907-01,[gl] sebe [la] saepio [la] saepis [la] saepes [la] sepes,*seh₂ip-,,5,1400,etymology_db,,
train-f63372446d05f73b-01,[nb] Praha [bg] праг [mk] праг [sh] праг,*porgos,,4,1401,etymology_db,,
train-59212b12484b9010-01,[ast] fame [gl] fame [it] fame [roa-opt] fame [es] fame [pt] fome [es] hambre [fr] faim [la] fames [ca] fam [lad] ambre [la] fessus [ro] foame [lad] fambre [lad] פﬞאמברי,*dʰH-,,15,1402,etymology_db,,
train-86b7981c64371bf7-01,[en] malt [lv] malt,*meld-,,2,1403,etymology_db,,
train-50ba72f9d0c4a708-01,[en] debris [fr] briser [fro] brisier,*bʰrest-,,3,1404,etymology_db,,
train-e3ad25354e8987d8-01,[sq] maj [sq] madh [sq] menjë,*mh₂sd-,,3,1405,etymology_db,,
train-1cd2850e01b1fd13-01,[cs] ostrov [zlw-ocs] ostrov [sk] ostrov [bg] остров [mk] остров [ru] остров,*strow-,,6,1406,etymology_db,,
train-0bc7065728b75a6b-01,[ro] ostrov [en] logorrhea [en] maelstrom [en] stream [pi] sota [da] strøm [en] Salisbury [grc] Στρυμών [cu] строуꙗ [nl] stroom [en] endorheic [ga] sruth [sga] sruth [gd] sruth [el] ρεύμα [grc] ῥεῦμα [pi] savati [lv] strauts [xcl] գետառ [fo] streymur [en] Soar [lt] srovė [hsb] trumjeń [cy] ffrwd [grc] ῥεῖθρον [id] setrum [sa] स्रुव [lt] srūti,*srew-,,28,1407,etymology_db,,
train-54d2905e2c8b5cb4-01,[en] marry [la] mas [cy] merch [cy] morwyn [grc] μεῖραξ,*méryos,,5,1408,etymology_db,,
train-f0e129a0c07cbff6-01,[cs] prsť [sk] prsť [sl] prst [ro] praf [cs] prach [sh] prah [sl] prah [nb] Helsingfors [non] fors [cu] прахъ [ru] прах [sh] прах [dsb] proch [pl] proch [en] Proserpina [it] Proserpina [la] Proserpina [bg] пръст [hit] 𒉺𒀊𒈦𒀸𒍣 [orv] порохъ [la] persillum [fa] پاشیدن,*pers-,,22,1409,etymology_db,,
train-03be99c1942839ea-01,[pt] dedo [es] dedo [la] digitus [it] dito [fr] doigt [gl] dedal [pt] dedal [es] dedal [sc] didu [sc] dighitu [sc] dighidu,*deyǵ-,,11,1410,etymology_db,,
train-35ae3b5a4b993adc-01,[sga] tech [grc] στέγος [grc] τέγος,*(s)tégos,,3,1411,etymology_db,,
train-67a05cc98878779c-01,[en] -fold [non] -faldr,*-poltos,,2,1412,etymology_db,,
train-3d3a71d3dea5e9dd-01,[en] broom [en] brim [gl] bramar [en] brame [enm] brom [la] fremo [fr] frémir [sa] भ्रमर [grc] βρέμω [fr] bramer [sa] भ्रमरक [sa] भ्रम् [gl] bremar,*bʰrem-,,13,1413,etymology_db,,
train-d25a94c8c90b56e7-01,[sk] kosť [ca] costa [gl] costa [it] costa [la] costa [pt] costa [cu] кость [orv] кость [ru] кость [bg] кост [sh] кост [cs] kost [zlw-ocs] kost [sh] kost [en] coaster [pt] costas [pl] kość [fr] côte [es] cuesta [ro] coastă [en] coast [dsb] kósć [hsb] kósć [es] entrecot [rue] кість [pl] kuesta [csb] kòsc,*kost-,,27,1414,etymology_db,,
train-8c1ad6c693efbcec-01,[en] ex- [id] eks-,*eǵ-,,2,1415,etymology_db,,
train-bff4affcd081c394-01,[en] -ed [en] tabulate [la] -atus [cy] -edig [ru] бокаж [lij] -òu,*-eh₂tos,,6,1416,etymology_db,,
train-9415354a67af3ac8-01,[is] linna [ang] linnan [fo] linur [is] linur,*leyh₂-,,4,1417,etymology_db,,
train-2d86550087a9c898-01,[sc] linna [it] legno [ro] lemn [es] leño [it] legna [ca] llenya,*leǵ-no-,,6,1418,etymology_db,,
train-026d49449d4d33a7-01,[orv] весь [sq] vis [la] villa [sh] vas [la] vicus [it] vico [ang] wic [nl] wijk [grc] οἶκος [ang] wrixlan [sh] ves [sk] ves [gmy] 𐀺𐀒 [sa] विश् [en] -wich [osx] wik [fa] ویس [got] 𐍅𐌴𐌹𐌷𐍃 [lv] viesis [gl] Vigo [pt] Vigo [sq] amvisë [sq] Vitorja [txb] īke [ltg] vīss [lt] viešas,*weyḱ-,,26,1419,etymology_db,,
train-c95a2a185fb3ef1c-01,[en] tong [en] tough [de] Zange [is] tengja [sq] darë [pl] obcęgi [el] δαγκώνω [grc] δάκνω [sa] दशति [hi] डसना [grc] δαγκάνω [grc] ὀδάξ [grc] δήξ [ks] دٲر [ks] दऻर [sa] दाढिका,*denḱ-,,16,1420,etymology_db,,
train-ab7b40a4b8229fe3-01,[af] ek [goh] ih [kls] آ [inc-gup] हउं [inc-ogu] हउं [inc-sap] हउं,*éǵh₂om,,6,1421,etymology_db,,
train-df5092cbb795c9c4-01,[txb] ek [grc] ἄνθρωπος [pi] akkhi [xto] ak [grc] ὤψ [xsv] augi [sa] अक्षि [pox] våťü [kls] eč [enm] eie [grc] ὄψ [gu] આંખ [inc-pra] 𑀅𑀘𑁆𑀙𑀺 [kfr] અખ [vgr] અખ્ખ [as] আখি [sa] अनक्ष्,*h₃ókʷs,,17,1422,etymology_db,,
train-34fe21c23adb6fe1-01,[nds] över [sv] över [de] über [is] yfir [non] yfir [fo] yvir,*upéri,,6,1423,etymology_db,,
train-2cae43d5d98a566d-01,[en] deft [en] daft [cs] doba [it] fabbro [la] faber [ro] faur [yi] פֿאַבריק [fa] دفنوک,*dʰh₂ebʰ-,,8,1424,etymology_db,,
train-6982fc46805a0f2b-01,[en] smart [en] smart [la] merda [it] mordere [pt] morder [es] morder [grc] σμερδνός [la] mordeo [de] schmerzen [ang] smeart [pl] śmierdzieć [grc] σμερδαλέος [lad] modrer,*(s)merd-,,13,1425,etymology_db,,
train-72385e9e5b3c6b43-01,[en] wise [sv] vis [gmq-bot] vis [ang] wis [goh] wis [osx] wis,*weydstos,,6,1426,etymology_db,,
train-3f29fbd05cf95ea4-01,[en] stub [en] stupid [ga] toll [gl] tol [gl] atolar [pt] atolar [gl] atol [fr] Toulon [gl] tola [la] Toletum [en] gelbstoff,*(s)tew-,,11,1427,etymology_db,,
train-ee8cc43db6b0e694-01,[la] facetus [la] fax [lt] žvakė,*ǵʰweh₂k-,,3,1428,etymology_db,,
train-1155b5693e499f12-01,[la] melior [fr] meilleur [es] mejor [it] migliore [pt] melhor [ca] millor,*mélyōs,,6,1429,etymology_db,,
train-9a96fef0a6faf932-01,[kmr] asin [la] aes [xcl] հայ [nn] eir [non] eir [kmr] hesin [sa] अयस् [ae] 𐬀𐬌𐬌𐬀𐬵 [ps] وسپنه,*h₂éyos,,9,1430,etymology_db,,
train-993ee0988297bc9f-01,[en] much [sv] mycket [pt] mas [is] mikill [non] mikill [pt] magnífico [nb] mye [sv] mycken [non] mjǫk,*meǵh₂-,,9,1431,etymology_db,,
train-d912474c19b4d1af-01,[en] wait [kw] gol [en] vigil [la] vigil [sv] vakna [id] baja [id] baja [sv] vaken [cy] gŵyl [fr] guetter [ang] wacan [id] vigili [sa] वाज [nb] våken [gd] fèill [sa] वज्र [sga] féil [gv] feaill [ga] féile [hi] बुज़ुर्ग [ca] aguaitar [ca] guaitar [nrf] dgetter [peo] 𐎺𐏀𐎼𐎣 [fro] gaitier [id] waja [id] waja [gl] agaitar [enm] wacche [got] 𐍅𐌰𐌺𐌰𐌽 [gmq-bot] veetj,*weǵ-,,31,1432,etymology_db,,
train-d81ca302f4e257eb-01,[fax] sobre [pt] sobre [sh] из [lt] iš [sh] iz,*eḱs,,5,1433,etymology_db,,
train-ea8234529e426c84-01,[en] liminal [kw] elin [cy] elin [zle-ono] локоть [ru] локоть [nb] albue [sh] lakat [kmr] aren [cs] loket [zlw-ocs] loket [non] alin [sh] лакат [cu] лакъть [grc] ὠλένη [pl] łokieć [bg] лакът [la] limus [lv] elkonis [sk] lakeť [got] 𐌰𐌻𐌴𐌹𐌽𐌰 [sa] अरत्नि [non] ǫln [peo] 𐎠𐎼𐏁𐎴𐎡 [bsh] āřa,*Heh₃l-,,24,1434,etymology_db,,
train-4deda3abfad77c72-01,[en] frock [de] Rock,*kreḱ-,,2,1435,etymology_db,,
train-a65063a6ebdd824d-01,[la] filius [lij] fìggio,*dʰeh₁ylios,,2,1436,etymology_db,,
train-6f8dd2b25200c563-01,[fo] hol [gmq-bot] hȯhl,*kuH-,,2,1437,etymology_db,,
train-35d29583221cc255-01,[ang] hol [en] challenge [ang] helan [cy] celwydd,*kēl-,,4,1438,etymology_db,,
train-a1e2648fecb69adc-01,[en] gnat [en] gnit [de] Gnitze,*gʰneHdʰn-,,3,1439,etymology_db,,
train-c5c82dd47272ef42-01,[en] dirt [non] dríta,*dʰreyd-,,2,1440,etymology_db,,
train-3116244a1eda0fe9-01,[en] cede [la] cedo [nb] aksessoar,*ḱyesdʰ-,,3,1441,etymology_db,,
train-c22cb33f2d6020e2-01,[it] anima [en] animus [la] animus [pt] animus [en] animadvert [el] άνεμος [grc] ἄνεμος [pt] ânimo [xcl] հողմ [gmy] 𐀀𐀚𐀗 [osc] 𐌀𐌍𐌀𐌌𐌞𐌌,*h₂enh₁mos,,11,1442,etymology_db,,
