input,output,meaning,num_cognates,cognate_set_id
[bul] kam″k [bel] kamen′ [ces] kámen [lit] akmuõ [sor] kamjeń [sor] kamjeń [mac] kamen [pol] kamień [rus] kamen' [hbs] kamen [slo] kameň [slo] kamen [ukr] kamìn′ [lav] akmens [chu] kamy [san] áśmā [old] aϑanga [ave] asan [pal] amha/asama [kho] saṃgä [pol] komoi [kas] kamiéń [par] asang [lat] akmiņs [yag] sank [old] kamień [old] kámen [old] kamenĭje [rus] kámin′ [mac] kàmin′ [mac] kamin′ [slo] kamen [slo] kamen [bac] asaggo [maz] sang [raj] sayn [bal] seng [tat] sang [sog] sang [khw] sank [gau] akaunon,*h₂ek̑-,,41,1179
[bul] prav [chu] pravŭ [hbs] prav [mac] prav [old] pravý [mac] pràf [mac] pràf [slo] prou,"*pr̥-, *pró, *prí",,8,1180
[bul] pluvam [bel] plavac′ [ces] plavat [sor] plěś [sor] płuwać [mac] pliva [pol] pływać [rus] plyt' [hbs] plivati [slo] plávať [slo] plavati [ukr] plavati [san] plu- [chu] plavati [pal] pilavati/palavati [sin] pīnanavā [pol] plajĕ [kas] płiwac [gre] pléfō [old] pływać [old] plúti [old] priplyvati [rus] plávatɪ [mac] plavèm [mac] plàw′a [slo] plavati [slo] plavati,*pleu̯-,,27,1181
[bul] vr″zvam [mac] vrze [mac] vr̥ъ̀zuvam [mac] vr̥ъ̀zuvam,*u̯erg̑ʰ-,,4,1185
[bul] obr″štam [bel] pavaročvac′ [mac] vrti [rus] povoračivat' [ukr] obertati [san] vr̥t- [lat] uertere [chu] obratiti [prg] wartint [mar] vaḷaṇe [umb] vurtus [ave] varǝtata [pal] vaṭṭati [pol] obracać [sor] wobrośiś [slo] obračati [hbs] obrnuti [sor] wobroćić [pol] vortăt [kas] òbracac [mid] wardēd [par] wardēd [old] obracać [old] obrátiti [mac] vr̥̀ъtnuvam [slo] obračati [slo] obarniti [sog] zwert [khw] pārwacceda [kur] dzɨvɨrinit,*u̯ert-,,30,1186
[sor] bluwaś [sor] bluwać [slo] bljuvati [ukr] blûvati [chu] bljĭvati [pol] bľåvă [old] bľvati [rus] bl′uvátɪ [mac] blъ̀vam [mac] bъ̀łwam [slo] bluvati,*bʰleu̯H-,,11,1187
[bul] miâ [bel] myc′ [ces] mýt [sor] myś [sor] myć [mac] mie [pol] myć [rus] myt' [slo] myť [slo] miti [ukr] miti [chu] myti [pol] moit [kas] mëc [old] myć [old] mýti [rus] mώtɪ [mac] umìvam [mac] mùja,*meu̯H-,,19,1188
[bul] bâl [bel] bely [ces] bílý [lit] báltas [sor] běły [sor] běły [mac] bel [pol] biały [rus] belyj [hbs] bijel [slo] biely [slo] bel [ukr] bìlij [chu] bělŭ [lav] balts [pol] b́olĕ [kas] biôłi [lat] bolts [old] biały [old] bielý [old] bělyi [rus] bílωj [mac] b′ä̀ł [mac] b′ä̀ł [slo] bel [slo] beil,*bʰelH-,,26,1190
[bul] krilo [bel] krylo [ces] křídlo [sor] kšidło [sor] křidło [mac] krilo [pol] skrzydło [rus] krylo [hbs] krilo [slo] krídlo [ukr] krilo [chu] krilo [pol] kraidlĕ [kas] skrzidło [old] (s)krzydło [old] křídlo [old] šestokrilĭnyi [rus] krωló [mac] krìlu [mac] krìlu,*?*(s)k⁽ʷ⁾rei̯-,,20,1192
[prg] median [lav] mežs [lat] mežs,*medʰ-,,3,1194
[bul] godina [bel] god [mac] godina [rus] god [hbs] godina [old] godŭ [rus] ɣ′ïd [mac] gudìna [mac] gudìna,*?*gʰedʰ-,,9,1195
[pol] zły [slo] zlý [chu] zŭlŭ [old] zły [old] zlý,*g̑ʰu̯el-,,5,1197
[hbs] trbuh [slo] trebuh [slo] trebuh,*terh₁-,,3,1198
[ces] počítat [rus] sčitat' [slo] počítať [slo] šteti [chu] čisti [lav] skaitīt [lit] (su)skaičiúoti [pol] catĕ [lat] saskaiteit [old] čísti [slo] šteti [slo] ſhteti [old] čisti,*(s)kʷei̯t-,,13,1199
[mac] bori se [hbs] boriti se [chu] brati sę [isl] berjast [ukr] borotisâ [bul] borâ se [rus] borot'sâ [slo] boriti se [rus] borótɪ s′a [mac] să bòr′am [mac] să bòr′a,*bʰerH-,,11,1201
"[bel] valasy [ces] vlasy [sor] włose [sor] włosy [pol] włosy [rus] volosy [slo] vlasy [slo] lase [ukr] volossâ [chu] vlasi [ave] varǝsa [pol] vlåsåi [kas] włosë [par] wars [old] włosy [old] vlasy [rus] volosώ [slo] lasi, lasje [slo] laſſi [sog] wars [pas] wekhta",*u̯elk̑-,,21,1202
[sor] šyja [sor] šija [pol] szyja [rus] šeâ [ukr] šiâ [bel] šyâ [kas] szëja [old] szyja [old] šíjě [rus] šẹ́ja [mac] šìja [mac] šìja,*si̯eu̯H-,,12,1203
"[sor] tłocyś [sor] tłóčić [rus] tolkat' [ces] tlačit [slo] tlačiť [pol] tåuct, tuct [ukr] štovhati [old] tlačiti",*?*telk-,,8,1205
"[sor] dešć [sor] dešćik [mac] dožd [pol] deszcz [rus] dožd' [slo] dež [ukr] došć [chu] dŭždĭ [ces] déšť [bel] doždž [slo] dážď [bul] d″žd [pol] dåzd [kas] deszcz [old] deszcz, deżdż [old] déšč [rus] dožǯ [mac] dъ̀š [mac] dъ̀š [slo] dež [slo] deṡh",*dei̯-,,21,1206
[ces] břicho [sor] brjuch [sor] brjuch [pol] brzuch [slo] brucho [gae] brù [sga] brú [kas] brzëch [old] brzuch(o) [old] břuch(o),*bʰreu̯s-,,10,1218
"[bel] vâlìkì [ces] velký [sor] wjeliki [sor] wulki [hbs] velik [slo] veľký [slo] velik [ukr] velikij [chu] velikŭ [pol] vilťĕ [kas] wiôldżi [old] wieli, wiel(i)ki [old] veliký [old] velikyi [rus] velɪ́kωj [slo] velik [slo] velik",*u̯elH-,,17,1219
[bel] naga [ces] noha [mac] noga [pol] noga [rus] noga [slo] noha [ukr] noga [chu] noga [sor] noha [sor] noga [slo] noga [hbs] noga [pol] nügă [kas] noga [old] noga [old] noha [rus] noɣá [mac] nòga [mac] nòga [slo] noga [slo] noga,*h₃neg⁽ʷ⁾ʰ-,,21,1231
"[ces] játra [sor] jětša [sor] jatra [pol] wątroba [hbs] jetra [slo] jetra [chu] jętrĭce [pol] jǫtră [kas] wątroba [mag] ataḍī [old] wątroba, jętry [old] játry [slo] jetra [slo] jetre [gaw] andets",*h₁enter-,,15,1232
[bel] rot [rus] rot [ukr] rot [old] rotŭ [rus] rot,*reu̯H-,,5,1233
[bel] phac′ [pol] pchać [kas] pchac [old] pchać [slo] pahati,*pei̯s-,,5,1237
[bel] pravy [ces] pravý [pol] prawy [rus] pravyj [slo] pravý [ukr] pravij [sor] prawy [sor] pšawy [pol] provă [kas] prawi [old] prawy [old] pravý [rus] právωj [mac] pràf [mac] pràf,"*pr̥-, *pró, *prí",,15,1238
[bel] zorka [ukr] zìrka,*?*g̑⁽ʰ⁾er-,,2,1243
[sor] kij [pol] kij [sor] kij [kas] czij [old] kij,*keh₂u̯-,,5,1244
[pol] prosty [pol] pröstĕ [kas] prosti [old] prosty [rus] próstωj,*steh₂-,,5,1245
"[bel] tojsty [sor] tłusty [sor] tołsty [rus] tolstyj [ukr] tovstij [ces] tlustý [pol] tåustĕ, tustĕ [old] tlustý [rus] tọwstώj",*teu̯(h₂)k-,,9,1247
[bel] vâzac′ [ces] vázat [sor] wězaś [sor] wjazać [pol] wiązać [rus] vâzat' [hbs] vezati [slo] viazať [slo] vezati [ukr] vâzati [chu] vęzati [pol] v́ǫzăt [kas] wiązac [old] wiązać [old] vázati [old] vzvęzati [rus] v′jazátɪ [slo] vezati [slo] vèṡati,*h₂emg̑ʰ-,,19,1248
[rus] grâznyj,*grem-,,1,1251
[ces] noha [sor] noga [sor] noha [mac] noga [rus] noga [hbs] noga [slo] noha [slo] noga [ukr] noga [chu] noga [prg] nage [pol] noga [bel] naga [pol] nügă [kas] noga [old] noga [old] noha [rus] noɣá [mac] nòga [mac] nòga [slo] noga [slo] noga,*h₃neg⁽ʷ⁾ʰ-,,22,1252
[rus] pečen' [slo] pečeň [ukr] pečìnka [lit] kepenỹs [bel] pečan′ [rus] čórna pẹčḯŋka,*pekʷ-,,6,1254
[rus] rvat',*reu̯H-,,1,1256
[cat] menjar [fra] manger [ita] mangiare [lad] mangé [sar] mandicare [wal] magnî [fri] mangjâ [nea] magnà [old] mangier [ang] manger [ron] mânca [fra] mzhi [old] mangear [old] menjar [meg] măncári [mil] mangiàa,*?*meth₂-,,16,1261
[cat] a prop [lat] prope [ron] aproape [lad] damprò [meg] pro̯ápi [old] prop,"*pr̥-, *pró, *prí",,6,1266
[cat] empènyer [old] empènyer,*pei̯g-,,2,1268
"[cat] calent [fra] chaud [ita] caldo [lad] ciaut [sar] caldu [sar] caénte [spa] caliente [wal] tchôd [lat] calidus [fri] cjalt [ron] cald [old] chaut [ang] chaud [fra] shô [old] caliente [old] caud, cauda [meg] cáldu [old] calent [por] quente [por] quente [mil] còlt",*k̑el-,,21,1274
[fra] femme [sar] fémina [sar] femmina [wal] feume [fri] femine [ron] femeie [nea] femmena [old] feme [ang] femme [fra] fna [old] femna [khw] δēn [old] fembra,*dʰeh₁(i̯)-,,13,1277
[ces] had [slo] had [sor] had [pol] god [old] had [rus] ɣad,*gʷeh₁dʰ-,,6,1290
[rus] prâmoj [ukr] prâmij [bel] pramy,*per-,,3,1292
[ces] hodit [slo] hodiť,*?*gʰedʰ-,,2,1295
[ces] strom [slo] strom [old] strom,*ster(H)-,,3,1296
[ces] rok [pol] rok [slo] rok [ukr] rìk [kas] rok [old] rok [old] rok [rus] r′ïk,*rek-,,8,1297
[sor] honić [sor] góńtwowaś [bak] zeydak,*gʷʰen-,,3,1298
[slo] rovný [sor] runy [sor] rowny [ces] rovný [slo] raven [slo] raven,*reu̯h₁-,,6,1300
[fri] min,*mei̯H-,,1,1304
[lux] fäerten [txb] prāskaṃ [xto] praskatär [goh] forhten [mid] vürhten [old] forhtian [mid] vruchten [got] faurhtjan,*preK-,,8,1312
[dan] venstre [far] vinstri [isl] vinstri [nob] venstre [swe] vänster [elf] wįster [old] vinstre [old] winster [ang] winestra [old] uuinistar [old] vinstri [nor] venstre,*u̯enH-,,12,1318
[isl] snúa [nor] snu [nob] snu,*sneu̯H-,,3,1332
[dan] våd [eng] wet [far] vátur [fri] wiet [isl] votur [nob] våt [swe] våt [elf] wåt [old] vater [xlu] wida- [ang] wǣt [old] vátr [nor] våt,*u̯ed-,,13,1335
[far] skúgva [old] skiuva [deu] schieben [goh] skioban [mid] schieben [ang] scūfan [mid] schuven [old] skýfa,*?*skeu̯bʰ-,,8,1339
[eng] heavy [ang] hefiġ,*keh₂p-,,2,1348
[far] mold [isl] mold [elf] muld [old] mold [ang] molde,*melh₂-,,5,1367
[isl] veiða [ave] vaēiti [kho] byaha yan [old] veiða,*u̯ei̯h₁-,,4,1369
[far] vatn [isl] vatn [old] vatn [old] vatn,*u̯ed-,,4,1370
[deu] ziehen [lux] zéien [xto] tsäknāṣ* [deu] zieh [goh] ziohan [mid] ziehen [ang] tēon [old] tiohan [old] tiā [got] tiuhan,*deu̯k-,,10,1372
[far] ormur [swe] orm [elf] uorm [old] ormber [old] ormr [got] waurms,*u̯r̥mi-,,6,1380
[isl] bólgna,*bʰelg̑ʰ-,,1,1383
[lad] erde [por] arder [lat] ardēre [umb] aso [ron] arde [old] ardre [ang] arder [old] arder [meg] árdiri [dal] ardár,*h₂eh₁s-,,10,1389
[fra] pousser [spa] empujar [old] empuxar [fra] peûssâ [old] poussar,*pelh₂-,,5,1399
[old] trenchant [ang] trenchaunt [old] trencant,*trei̯-,,3,1400
[wal] djèter [lat] iacere [old] jeter [ang] geter [old] echar [old] jitar,*Hi̯eh₁-,,6,1407
[lat] fodere [hit] padda- / padd- [ang] fuir [old] fuir,*bʰedʰh₂-,,4,1412
[ell] stáchtī [gre] stachtós [gre] stacht [gre] sachtári(n),*steh₂⁽g̑⁾-,,4,1448
[ell] koiliá [gre] tžoiliá [gre] tšoilía [gre] koilía,*k̑eu̯H-,,4,1454
[ell] dagkṓnō [grc] dáknō [san] daṃś- [pal] ḍasati [gre] dáknō [gre] akkánnō [gre] dagkánnō [gre] dák(n)ō [gre] dáknō,*denk̑-,,9,1456
[ell] anapnéō [grc] pnéō [gre] pnéō,*?*pneu̯-,,3,1460
[ell] kaíō [grc] kaíomai [gre] ke-ka-u-me-no [gre] kaíomai [gre] tšaíō [gre] kaí(g)ō [gre] káfkō [gre] káfto,*k̑eh₂u̯-,,8,1461
[ell] érchomai [grc] érchomai [gre] érchomai [gre] érkoymai [gre] érkomai [gre] érch(o/ou)mai [gre] ér(ch)oumai,*h₁er-,,7,1464
[ell] méra [grc] hēméra [hyw] ōr [hye] ōr [gre] -a-ma* [gre] hēméra [gre] méra [gre] (e)méra [gre] īméra [gre] (ī)méra,*Heh₂m-,,10,1467
[ell] pethaínō [grc] apothnȩ̄́skō [gre] apothnȩ̄́skō [gre] pethanískō [gre] (a)pethaínō [gre] apothánō [gre] pethainíško,*dʰenh₂-,,7,1468
[ell] chṓma [gre] chṓman [gre] choúma [gre] chṓma(n) [gre] chṓma,*g̑ʰeu̯-,,5,1474
[ell] trṓ(g)ō [gre] trṓō [gre] trṓgō [gre] trṓ(g)ō [gre] trṓgō,*treh₃⁽g̑⁾-,,5,1475
[ell] makriá [gre] makrá [gre] makrá [gre] makrá,*meh₂k̑-,,4,1477
[ell] fovámai [grc] phobéomai [gre] phobéomai [gre] fooýmai [gre] fo(v)oúmai [gre] fovoúmai,*bʰegʷ-,,6,1479
[ell] paleýō [gre] paliṓnnō,*pelh₂-,,2,1481
[ell] fōtiá [gre] fōthkiá,*bʰeh₂-,,2,1482
"[ell] petṓ [grc] pétomai [hit] pattai- / patti- [hye] tʿṙčʿel [hyw] tʿṙčʿil [xcl] tʿṙčʿim [gae] eitil [gae] tha air iteig [gae] etlagh [gre] pétomai [gre] petṓ [gre] (a)petáō [gre] petṓ [gre] petánō [cym] hedfan, hedag [mid] ehedec [san] pat- [ave] pataiti [wak] tapin wocn",*pet-,,19,1486
[ell] chortári [gre] chortária [gre] chórto [gre] chórtos,*gʰer-,,4,1490
"[ell] kefáli [grc] kephalḗ [gre] kephalḗ [gre] tžefalī́ [gre] kefalī́, kefáli(n) [gre] kefalī́ [gre] kefál",*gʰebʰh₂l-,,7,1494
[ell] kynīgṓ [gre] tžynīṓ [gre] kynīgeúō,*h₂eg̑-,,3,1498
"[ell] págos [gre] páos [gre] págos [gre] págos, pagoúr [gre] págo",*peh₂g̑-,,5,1500
[ell] skotṓnō [gre] skotṓnnō [gre] skotṓnō [gre] skotṓnō,*s⁽k̑⁾eh₃-,,4,1502
"[ell] límnī [grc] límnē [xto] lyäm [txb] lyam [gre] límnī [gre] limní(n), limnítsi(n)",*lei̯-,,6,1503
[ell] makrýs [grc] makrós [gre] makrós [gre] makrýs [gre] makrýs [gre] makreío [gre] makrý,*meh₂k̑-,,7,1506
[grc] phtheír [ell] pseíra [gre] fteíra [gre] fteíra [gre] thteíra [gre] fteir,*gʷg̑ʰer-,,6,1507
[ell] kréas [grc] kréas [gre] kréas [gre] kriás [gre] kréas [gre] kréa [gre] kiriás,*kreu̯h₂-,,7,1508
[grc] óros [gre] o-ṛẹ-i [gre] óros,*h₃er-,,3,1509
"[ell] stóma [grc] stóma [gre] stóma [gre] stóman [gre] stóma [gre] stóma [gre] stómas, stóma(n)",*steh₃-,,7,1510
[ell] kontá [gre] kontá [gre] kontá [gre] kontá [gre] kontá,*k̑ent-,,5,1512
[ell] kainoýrgios [gre] tžinoýrkos [gre] kainoúrgos [gre] tšinoúrgio [gre] kiüniǘrios,*ken-,,5,1514
[ell] mýtī [gre] moýttī [gre] mýta [gre] mytí(n) [gre] mýtthī,*meu̯k-,,5,1515
[ell] paliós [grc] palaiós [gre] palaiós [gre] pa-ra-jo [gre] paliós [gre] palió [gre] palaíos [gre] palaío,*pelh₂-,,8,1517
[ell] paízō [grc] paízō [gre] paízō [gre] paízō [gre] paízō [gre] paítzō [gre] paízo,*peh₂u̯-,,7,1519
"[ell] potámi [grc] potamós [gre] potamós [gre] potamós [gre] potám [gre] potamó [gre] potamós, potámi(n)",*pet-,,7,1525
[ell] léō [grc] légō [gre] légō [gre] lé(g)o [gre] lé(g)o [gre] légō,*leg̑-,,6,1529
[ell] spóros [grc] spérma [sqi] farë [gre] pe-mo [gre] spérma [gre] spóros [gre] spóro [gre] spóros [gre] sporá [aln] farë [alb] farë,*sper-,,11,1532
[ell] kontós [gre] kontós [gre] kontó [gre] kontós [gre] kontó,*k̑ent-,,5,1534
[ell] káthomai [grc] káthēmai [san] ā́s- [hit] eš- / aš- [ave] āste [gre] káthēmai [kho] āste [xlu] ás- [gre] káthoymai [gre] káthomai [gre] káthoumai,*h₁eh₁s-,,11,1536
[ell] dérma [grc] dérma [gre] de-ma-si [gre] dérma [gre] dérma [gre] dérma,*der-,,6,1537
[ell] oyranós [grc] ouranós [gre] ouranós [gre] oyranós [gre] oúranos [gre] ouranós,*h₂u̯ers-,,6,1538
[ell] koimámai [gre] tžoimoýmai [gre] tšioumoúmai [gre] koimoúmai [gre] keímai,*k̑ei̯-,,5,1539
[ell] prī́zomai [gre] préškomai [gre] prī́skoymai [gre] prī́skomai [gre] pímpramai,*preh₁-,,5,1549
"[ell] oyrá [gae] eireaball [gae] earball [grc] ourá [gae] (f)arbyl [sga] erball [gre] ourá [gre] noýros [gre] tourádi, trátsa [gre] ourádi(n)",*h₁ers-,,10,1551
[ell] skéftomai [gre] skéftoymai,*spek̑-,,2,1554
[ell] dénō [grc] déō [gre] déō [gre] de-de-me-no [gre] dénō [gre] dénō [gre] dénnō [gre] dī́nnō,*deh₁-,,8,1555
[ell] xernṓ [gre] ksernṓ [gre] xerṓ [gre] ššeráō,*h₁reh₁-,,4,1559
[ell] zestós [gre] zestó,*i̯es-,,2,1561
[ell] neró [gre] nerón [gre] neró [gre] neró(n) [gre] leró,*neu̯-,,5,1563
[grc] ánemos [gre] a-ne-mo [gre] ánemos [gre] ánomos,*h₂enh₁-,,4,1566
"[ell] fteroýga [gae] eiteog [grc] ptéryx [lat] penna [hit] pattar / pattan- [hyw] tʿew [hye] tʿew [xcl] tʿew [sga] ette [gre] ptéryx [gre] fteró(n), fteroúli(n) [gre] (a)thterýga [cym] aden [mid] adain [goh] feddāh [ang] fiþere [meg] pe̯ánă [vâs] v′aṭ [wak] tap [kam] unr′a pâṭü [kât] pâṭ′a [kât] udr′epâṭa [kal] paṭä [saṇ] undrẫvâṭ",*pet-,,24,1567
[grc] mélas [lav] melns [gre] mélas [lat] malns,*melh₂-,,4,1575
"[lit] žolė̃ [lav] zāle [pol] zilĕ [gre] chloī́, chloḯ(n) [lat] zuole",*g̑elh₃-,,5,1576
[lat] ūmidus,*u̯eh₁-,,1,1578
[ell] plátī [pol] plecy [kas] plecë [gre] plátī [gre] pláī [rus] plẹ́či,*pleth₂-,,6,1580
[ell] kofterós [gre] kofterós [gre] kofterós [gre] kofteró,*(s)kep-,,4,1582
[ell] kapnós [grc] kapnós [gre] ka-pi-ni-ja [gre] kapnós [gre] kápnī [gre] kapnós [gre] kapnós [gre] kannó,*?*kʷu̯ap-,,8,1583
[ell] omalós [gre] amaló [gre] omáli(n),*sem-,,3,1584
[wak] baǰ [grc] pachýs [lav] biezs [pal] bahala [kho] baysgä [oss] bɜzgin [oss] bæzǵyn [gre] pachýs* [gre] pašýs [gre] pa(ch)ý [lat] bīzs [sog] δβāz [sar] dvez,*bʰeng̑ʰ-,,13,1585
[hin] rākha [mar] rākha [urd] rākh [bho] rākhi [pun] rākʰ,*h₂leks-,,5,1592
[mai] kātanā [urd] kāṭnā [mag] kāṭanā [hin] kāṭanā [bho] kāṭanā [pun] kaṭṭṇā,*(s)kert-,,6,1594
[mar] dhukaṁ [urd] dhund [mai] dhūn [pal] dhun [fri] fumate [ave] dunman [sin] mīduma [pun] dʰuⁿd [raj] öredidạ,*dʰu̯eh₂-,,9,1604
[sin] kiyanavā [urd] kahnā [mai] kahanā [bho] kahnā [mag] kahanā [ass] kôthā kûwā,*kʷó-,,6,1614
[hin] sidhā [kas] syod [urd] sidhā [mag] sīdhā [bho] sidhā [nep] sidhā [pun] siddʰā [pas] seeda [lar] siza,*seh₁dʰ-,,9,1617
[sin] pasa,*?*pē(n)s-,,1,1641
[kas] zang [san] jáṅghā [pal] janghā [gaw] ǰeŋ,*g̑ʰengʰ-,,4,1649
[kur] ber [pal] báaṭ [kum] bard [kho] boht [gaw] waaṭ [bak] bard [kur] bard [gaw] baṭ [kam] v′oṭ [kât] v′oṭ [kât] v′oṭ,*u̯ert-,,11,1656
[hin] saṛā-galā [mai] sārāb [mar] saḍakā [mag] saḍal [bho] saḍal [urd] galā-saṛā,*k̑ad-,'fall',6,1672
[gae] mór [gae] mòr [sga] mór [gae] mooar [old] mor [old] maur [mid] meur [cym] mawr [mid] mawr,*meh₁-,,9,1686
[gae] fuil [gae] fuil [sga] fuil [gae] fuill,*u̯elh₂-,,4,1687
[gae] cnámh [gae] cnàmh [sga] cnáim [gae] craue,*konh₂m-,,4,1688
[gae] fuar [gae] fuar [lav] auksts [sga] úar [gae] feayr [gau] ougro- [cym] oer [mid] oer [old] oir,*h₃eu̯g̑-,,9,1690
[gae] áirigh [grc] arithméō [sga] ad·rími [gre] arithméō [cym] cyfri [mid] cyfrif [got] garaþjan,*h₂rei̯-,,7,1692
[gae] lá [gae] là [sga] lae [gae] laa,*leh₁t-,,4,1694
[gae] súil [gae] sùil [sga] súil [gae] sooill,*seh₂-u̯l̥-,,4,1700
[gae] tuit [gae] tuit [sga] do·tuit [gae] tuittym,*(s)teu̯d-,,4,1701
[gae] toradh [sga] torad,*ret-,,2,1708
[kho] heḍä [yag] t̰afár- [sog] ϑβarti [khw] hāβreda [kur] a-w(a)-ā,*bʰer-,,5,1709
[gae] lámh [gae] làmh [sga] lám [gau] lama [gae] laue [old] lom / lou [old] lau [cym] llaw [mid] llaw,*pleh₂-,,9,1712
"[gae] trom [sga] tromm [gae] trom [old] trom, trum [gae] trome [cym] trwm [mid] trwm [old] trum",*treu̯d-,,8,1713
"[gae] sealg [gae] seilg [gae] shelg [cym] hela [mid] hela [old] helcha, helghati [mid] helghya [lat] helfia",*selg̑-,,8,1716
"[gae] dèan gàire, gàir [gae] gáire [gae] garaghtee",*g̑ar-,,3,1718
[gae] míol [gae] mial [sga] míl [gae] meeyl,*meh₁-,,4,1721
[gae] muineál [ave] manaoϑrī [sga] muin [gae] mwannal [old] mun [gau] man- [mid] mynwgyl [mar] māna [pal] máaṭu [gaw] manda [gaw] män [pas] mandu [vâs] minig,*men-,,13,1728
[gae] imir [sga] imm·beir,*bʰer-,,2,1730
[gae] dearg [gae] dearg [sga] derg [gae] jiarg,*dʰerg-,,4,1734
"[gae] abhainn [hit] ḫapa- [gae] abhainn [xlu] ḫāpa/i- [sga] aub [gau] abona [mid] auon, auoun, auonn [gae] awin [cym] afon [mid] afon [yag] ōp [lat] auan [old] *avon, *aven",*h₂ebʰ-,,13,1735
[gae] codail [gae] cadley [sga] con-tuili [gae] cadal,*telH-,,4,1746
[gae] crann [sga] crann [gau] prenne [old] pren,*kʷres-,,4,1757
[gae] bán [sga] bán [gae] bane,*bʰeh₂-,shine,3,1763
[kas] rut,*leu̯k-,,1,1783
[kas] ṭhuul,*steh₂-,,1,1803
[pal] hima,"*?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",,1,1808
[nep] rāto [sin] ratu [khw] raxtik,*(s)re⁽g̑⁾-,,3,1814
[lit] káulas [lav] kauls [prg] kaulan [lat] kauls,*keh₂u̯l(o)-,,4,1847
[lit] gérti [lav] dzert [lat] dzert,*gʷerh₃-,,3,1851
[lit] tolì [lav] tālu [lat] tuoli,*teh₂li-,,3,1853
[lit] kovóti,*keh₂u̯-,,1,1855
[lit] šálti [lav] salt [oss] sælyn [oss] sælun [lat] saļt [yag] ṓsir- [khw] saryāra [mid] afsārēd,*k̑elH-,,8,1857
[lit] girdė́ti [lav] dzirdēt [lat] dzierdēt,*g⁽ʷ⁾erdʰ-,,3,1859
[lit] medžióti [lav] medīt [lat] medeit,*medʰ-,,3,1860
[lit] kálnas [lav] kalns [lat] kolns,*kelH-,,3,1866
[lit] var̃das [lav] vārds [lat] vuords,*u̯erdʰ-,,3,1867
[lit] lietùs [lav] lietus [lat] leits,*lei̯H-,,3,1870
[lav] sarkans [lat] sorkons,*?*ser-,,2,1871
[lit] šaknìs [lav] sakne [prg] sagnis [lat] sakne,*k̑ek-,,4,1873
[got] malma,*melh₂-,,1,1874
[lit] jū́ra [lav] jūra [prg] iūrin [lat] jiura,*i̯uHr-,,4,1875
[hbs] oteći [ces] otéct [mac] oteče [bul] otičam [slo] oteči [sor] zaćekać [old] ociec [old] otéci [slo] oteči [slo] otezhi,*tekʷ-,,10,1881
[lit] pil̃vas,*pleh₁-,,1,1889
[lit] kàsti,*kes-,,1,1894
[lit] válgyti [prg] wolgeit,*u̯elg-,,2,1896
[lit] vaĩsiai [prg] wēisin,*u̯ei̯s-,,2,1900
[lit] gẽras,*gʷerH-,,1,1901
[lit] pláukas,*?*pleu̯k-,,1,1902
[lit] artì,*h₂er-,,1,1908
[lit] druskà,*?*dʰreu̯s-,,1,1912
[lit] dangùs [prg] dangon,*dʰengʰ-,,2,1917
[lit] miegóti [prg] meicte,*mei̯gʰ-,,2,1918
[lit] gyvãtė,*gʷi̯eh₃-,,1,1919
[lit] mẽdis,*medʰ-,,1,1924
"[sor] mazany [slo] umazan [rus] zamaščénωj, vώmaščenωj [slo] vmaṡan",*mag̑-,,4,1932
[sor] wutšoba [sor] wutroba,*h₁enter-,,2,1933
[sor] wogon [pol] ogon [kas] ògón [old] ogon,*gʷʰen-,,4,1935
[sor] lěto [sor] lěto [slo] leto [chu] lěto [pol] ľotü [slo] leto [slo] leitu,*leh₁t-,,7,1936
[mac] mazen,*mag̑-,,1,1941
[oss] nwazyn [oss] niwazun,*u̯eg̑ʰ-,,2,1955
[oss] art [oss] art [ave] ātar [kur] agɨr [mid] ādur [par] ādur [yag] ōl [sog] ātr [kur] āwır [pas] or [khw] ādira [kur] āgır [haw] ayr [sar] yuc [kur] āwɨr,*h₂eh₁-,,15,1957
[wak] win- [oss] winun [oss] wynyn [old] vainatai [ave] vaēnaiti [fas] dīdan [kur] dɨbinit [mid] wēnēd [par] wēnēd [yag] wēn- [bac] oin [sog] wēnt [khw] wēneda [maz] vinde [bak] didak ≠ bine [raj] ạyne ≠ bašdi [del] mivine [lar] abone ≠ ošdi [tat] mivine [haw] mawīno ≠ dī [kur] awanıt [kur] dünē [sar] wand [kam] vâň′a- [kât] vâň′a- [kât] vâř′e- [kal] vňe [saṇ] vieňie- [kur] a-ün-ē,*u̯ei̯h₁-,,29,1969
[fas] parwāz kardan [par] wazēd [sog] frawazti [pas] alwatal [khw] wazeda [sar] raweekht,*u̯eg̑ʰ-,,6,1993
[fas] zadan [nep] hānnu [ave] jaiṇti [pal] abhihanati [mid] zanēd [par] žanēd [san] han- [bac] zin [bak] zeydak [kum] bẓēna [del] mize [lar] azen [maz] zande [bal] ǰant [tat] mezane [pas] hantaau,*gʷʰen-,,16,1998
[kho] daiyä [ave] diδāiti,*dʰei̯H-,,2,2012
[fas] andāxtan,*tek-,,1,2025
[pol] gryźć [hbs] gristi [slo] gristi [chu] grysti [slo] hrýzť [kas] grëzc [old] gryźć [slo] gristi [slo] griſti,*gʷreu̯Hg̑ʰ-,,9,2028
"[san] brávī-, brū- [ave] mraoiti",*mleu̯h₂-,,2,2031
