input,output,meaning,num_cognates,cognate_set_id
[Volapük] kvär [English] firth [Translingual] Quercus [English] furrow [English] frith [Middle English] frith [English] quercivorous [Spanish] alcornoque [English] quercitannin [English] Firth [Galician] cerquiño [Galician] cerqueiro [Middle English] forow,*pérkus,,13,593
[English] acolyte [French] acolyte [Catalan] call [Asturian] calle [Spanish] calle [Aromanian] cali [Istriot] cal [Dalmatian] cale [Romanian] cale [Romanian] călătorie [Venetian] całe [Italian] accolito [Cebuano] galon [Indonesian] galon [Irish] colainn [Sranan Tongo] hori [Sranan Tongo] hori [English] acoloutha [German] Akolyth [Venetian] calìgo [Tok Pisin] holim [Tok Pisin] holim [Portuguese] célere [Portuguese] acólito [Spanish] acólito [Dutch] acoliet [Greek] ακόλουθος [Yiddish] גאַלאָן [Irish] acalaí [Esperanto] akolito [Marathi] कळणे [Ukrainian] ґальон [Hijazi Arabic] جالون,*kel-,,33,594
[English] lake [Haitian Creole] li [German] Lexikon [Dutch] lexicon [English] logarithm [Romansch] liger [Mirandese] ler [Romansch] ler [Spanish] leer [Romansch] leger [English] logorrhea [Norwegian Bokmål] logo [Norwegian Nynorsk] logo [English] logos [Czech] logos [Serbo-Croatian] logos [English] legacy [Catalan] elector [Greek] λόγος [Czech] lekce [Greek] λέγω [Spanish] neologismo [Catalan] llegir [Greek] λέω [Greek] -λογία [Galician] lenda [Portuguese] lenda [Cebuano] leksikon [Norwegian Bokmål] leksikon [Norwegian Nynorsk] leksikon [English] logopedics [Italian] elettore [English] collogue [Turkish] logaritma [Georgian] ლექსიკონი [Macedonian] -логија [Serbo-Croatian] -логија [Polish] dekalog [Kazakh] лексика [Esperanto] leksikono [Norwegian Bokmål] logaritme [Norwegian Nynorsk] logaritme [Norman] liéthe [English] logolepsy [Kazakh] логарифм [Norman] lyer [Kazakh] логос [English] sinologue [Maltese] lessiku [Aromanian] aleg [Serbo-Croatian] -logija [Czech] chiropterolog [Galician] neoloxismo [Polish] leksyka [Indonesian] legasi [Kazakh] нарратология [Polish] leksykon [Mariupol Greek] лэгу [Polish] logorea,*leǵ-,,59,595
[English] lake [English] Liguria [Italian] Liguria [Polish] Liguria [Spanish] Liguria [English] lich [Sranan Tongo] leki [Nigerian Pidgin] laik [Tok Pisin] laik [Afrikaans] lyk [Latin] ligustrum [German] Laich [Venetian] Łiguria [Finnish] leijata [Portuguese] levístico [Spanish] levístico [Serbo-Croatian] lajkati [Luxembourgish] Läich [Portuguese] Ligúria [Serbo-Croatian] lajk [Central Franconian] Leich [Pennsylvania German] Leich [Tok Pisin] laikim,*leyg-,,23,596
[English] lake [Russian] лак,*lok-néh₂-,,2,597
[Norwegian Bokmål] lake [Norwegian Nynorsk] lake [Swedish] lake,*welg-,,3,598
[Tok Pisin] kek [Taos] kèke’éna [Spanish] quequito [Cebuano] keyk [Urak Lawoi'] เคก [Esperanto] kiŝo [Malayalam] കേക്ക്,*gog-,,7,599
[English] acorn [Middle English] acorn [English] Accrington [Scots] aicorn,*h₂ógeh₂,,4,600
[Italian] albero [Catalan] arbre [French] arbre [Old French] arbre [Old Occitan] arbre [Leonese] árbol [Spanish] árbol [Portuguese] árvore [English] arbor [Old Spanish] arbor [English] arbour [Romanian] arbore [English] arboriculture [English] arborise [Thai] ฤทธิ์ [Sicilian] àrburu [Sicilian] àrvulu [Sicilian] àrbiru [Catalan] ardu [French] arbrisseau [Galician] árbore [English] arboreous [Macedonian] јарбол [French] arboricole [English] arboricity [Venetian] àlbaro [Romanian] arbure [Spanish] arbori- [Dalmatian] juarbol [Old Leonese] arbol [Friulian] arbul [Old Portuguese] arvor [Aromanian] arburi [English] arborol [Hungarian] árbóc [Old Gujarati] ऊभउं [Neapolitan] arvulo [Nepali] उभिनु [Kannada] ಉದ್ದ [Konkani] उभो [Marathi] उभे [Cimbrian] albar [Ligurian] èrbo [Ligurian] arbanèlla [Vaghri] અભો [Norman] âbre [Khmer] ឥទ្ធិ [English] arborolatry [Phalura] huṇḍ [Polish] arborycyd [Corsican] alberu [Megleno-Romanian] arbur,*h₃erdʰ-,,52,601
[Danish] end [Danish] end [Faroese] enn [Icelandic] enn [Norwegian Bokmål] enn [Norwegian Nynorsk] enn [Swedish] än [Middle Dutch] ende [Westrobothnian] änn,*h₂entí,,9,602
[English] flat [English] flat [English] flet [English] flet [Middle English] flet,*plat-,,5,603
[Tok Pisin] tit [Torres Strait Creole] tit [English] teeth [Tok Pisin] tis [Aukan] tifi [Sranan Tongo] tifi,*h₃dóntes,,6,604
[English] vole [Danish] val [Norwegian Bokmål] voll [Norwegian Nynorsk] voll [Icelandic] völlur [Swedish] vall [Faroese] vøllur [Danish] vold [English] Voll [Norwegian Bokmål] Valdres,*wólnus,,10,605
[English] beaver [English] beaver [English] bever [Pali] babbu [Persian] ببر [English] Beverley [Estonian] kobras [French] bièvre [Irish] béabhar [English] Beresford [Estonian] piiber [English] Belfrage,*bʰébʰrus,,12,606
[English] otter [English] otter [Dutch] otter [Westrobothnian] otter [Swedish] utter [Faroese] otur [Icelandic] otur [Danish] odder [Irish] odhar [Scottish Gaelic] odhar [Manx] ouyr [Middle English] oter [Norwegian Bokmål] oter [Norwegian Nynorsk] oter [Hindi] ऊद [Assamese] উদ [Sauraseni Prakrit] 𑀉𑀤𑁆𑀤 [Saraiki] ادڑ,*udrós,,18,607
[English] lynx [Dutch] lynx [Latin] lynx [Middle English] lynx [French] once [English] ounce [Translingual] Lynx [Portuguese] lince [Spanish] lince [Armenian] լուծ [Romanian] linx [Norwegian Nynorsk] lækje [Translingual] Lynx canadensis [Swedish] luguber,*lewǵ-,,14,608
[English] mole [Catalan] moll [English] molecule [Norwegian Bokmål] molo [Norwegian Nynorsk] molo [Hungarian] molekula [Hungarian] móló [Spanish] molécula [Dutch] molecuul [French] môle [Indonesian] molekul [Dutch] moelje,*meh₃-,,12,609
[Romanian] biet [Galician] vedro [Italian] vieto [Greek] έτος [Kabuverdianu] bedje [Italian] vetero- [Galician] vedraño [English] vetero-testamentary [French] vétérotestamentaire [Guinea-Bissau Creole] bedju [Kabuverdianu] bedju [Translingual] Vetigastropoda [Picard] viéz [Sicilian] vecchiu [Aragonese] viello,*wétos,,15,610
[Friulian] ram [Danish] ir [Italian] rame [Spanish] alambre [Armenian] հայ [Icelandic] eir [Norwegian Nynorsk] eir [Catalan] aram [Romansch] aram [French] airain [Faroese] kopar [Galician] arame [Portuguese] arame [Faroese] Eir [Spanish] bronce [Romanian] aramă [Romansch] arom [Romansch] irom [Old Spanish] aramne [Aromanian] aramã [Khmer] អយ,*h₂éyos,,21,611
[Indonesian] lem [Afrikaans] lym [Afrikaans] lym [Dutch] lijm [Kashmiri] اول [Venetian] łima [Dutch] Limbeek [Kashmiri] 𑆏𑆬𑇀,*sley-,,8,612
[French] œil [Norman] u [Norman] yi [Italian] occhiali [Italian] occhio [Ladino] ojo [Spanish] ojo [Portuguese] olho [Romanian] ochi [Catalan] ull [English] ullage [Friulian] voli [Esperanto] okulo [Ido] okulo [Sardinian] ogu [Interlingua] oculo [Portuguese] olhar [Romansch] îl [Aragonese] güello [Aromanian] oclju [Occitan] uèlh [Fala] ollu [Galician] ollo [Old Portuguese] ollo [Italian] adocchiare [Asturian] güeyu [French] oculiste [Italian] occhiale [Venetian] ocio [Old French] ueil [Sicilian] occhiu [Romansch] egl [Galician] illó [Galician] ollar [Walloon] ouy [Old Occitan] olh [English] oculiform [Romansch] ögl [Romansch] îgl [Norman] ieil [Sardinian] ogru [Dalmatian] uaclo [English] abducens oculi [Extremaduran] ohu [Ligurian] éuggio [Sassarese] occi [Neapolitan] uocchio [Gallo] uélh [Istriot] uocio [Mirandese] uolho [Old Portuguese] aollar [Mirandese] oulhar [Spanish] aojar [Mozarabic] ולויש [Norman] uû [Sardinian] oju [Bourguignon] euille [Bulgarian] вакъл [Greek] κιάλι [Occitan] uelh [Sardinian] ocru [Aragonese] uello [Venetian] òcio [Megleno-Romanian] uocľu,*h₃ókʷ-,,64,613
[Middle French] œil [Norman] u [Volapük] log [German] Auge [Norman] yi [Afrikaans] oog [Swedish] öga [Danish] øje [Czech] oko [Alemannic German] Aug [Bavarian] Aug [German] Aug [Central Franconian] Au [Icelandic] auga [Norwegian Nynorsk] auga [Norwegian Bokmål] øye [Central Franconian] Auch [Faroese] eyga [Serbo-Croatian] očale [English] ommatidium [Occitan] uèlh [Armenian] ակն [Pennsylvania German] Aag [English] ommatophore [Vilamovian] aojg [English] polyommatous [English] ommateum [Norman] ieil [Yiddish] אויג [Gallo] uélh [Central Franconian] Ooch [Old Swedish] øgha [Scanian] yva [Occitan] uelh [Westrobothnian] augʼ,*h₃ekʷ-,,35,614
[English] rim [English] rand [English] randy [English] Rand [English] Remington,*rem-,,5,615
[English] sap [Catalan] saber [Norman] sage [French] savoir [Sabir] sabir [English] Sabir [Aragonese] saper [Romansch] saver [Romansch] saveir [Corsican] sapè [Neapolitan] sapè [Tarantino] sapè [Romansch] savair [Dalmatian] sapro [Aragonese] sapia,*sep-,,15,616
[Kholosi] sap [Romani] sap [Marathi] साप [Spanish] sierpe [Sicilian] serpenti [Hindi] साँप [Assamese] সাপ [Bengali] সাপ [Urdu] سانپ [Bengali] সর্প [Greek] έρπω [Thai] สัปปะ [Oriya] ସାପ [Gujarati] સાપ [Bengali] হাপ [Konkani] सोरोप [Sylheti] ꠢꠣꠙ [Kachchi] સપ [Mauritian Creole] serpan [Seychellois Creole] serpan [Dhivehi] ހަރުފަ [Kashmiri] سَرُپھ [Kashmiri] سَرُف [Rohingya] háf,*serp-,,24,617
[English] castle [English] Chester [Cebuano] Chester [Italian] cassero [Galician] castro [Portuguese] castro [English] Gjirokastër [Albanian] Gjirokastër [English] alcazar [French] alcazar [Italian] alcazar [Spanish] alcázar [Greek] κάστρο [Catalan] Alcàsser [Catalan] alcàsser [French] encastrer [Galician] alcácer [Portuguese] alcácer [Arabic] قصر [English] Alcazar [Polish] alkazar [Middle English] Chestre [Aromanian] Iurucast [Turkish] kasır [Hungarian] Gyúró,*ḱéstrom,,25,618
[Romansch] ir [Romansch] eir [Polish] iść [Sinhalese] එනවා [Konkani] येव्चे [Konkani] येव्चे [Marathi] येणे [Marathi] येणे [Prakrit] 𑀏𑀇 [Prakrit] 𑀏𑀇 [Ashokan Prakrit] 𑀏𑀢𑀺,*h₁éyti,,11,619
[Danish] du [Norwegian Bokmål] due [Faroese] duga [Icelandic] duga [Norwegian Nynorsk] duga [Swedish] duga [Norwegian Bokmål] duge [Old Swedish] dugha [Westrobothnian] dåga,*dʰedʰówgʰe,,9,620
[Sranan Tongo] du [Greek] θέτω [Kalasha] dyek,*dʰédʰeh₁ti,,3,621
[English] danger [French] danger [English] don [Czech] don [Galician] don [Old Spanish] don [Spanish] don [Dutch] dom [French] dom [English] dan [Middle English] dan [Galician] dono [Portuguese] dono [French] domino [Italian] domino [Norwegian Bokmål] domino [Norwegian Nynorsk] domino [Polish] domino [Aragonese] dueño [Spanish] dueño [Portuguese] dominó [English] domine [Romanian] domn [Romanian] dumneavoastră [Spanish] doña [Old French] damoisel [French] damoiseau [Italian] donzello [Aromanian] domnu [Italian] donno [Aromanian] Domnu [Irish] dainséar,*domh₂nos,,32,622
[English] jewel [French] jeu [Danish] gene [English] joke [English] hoax [English] jeopardy [Spanish] joya [Afrikaans] jok [Catalan] joc [Portuguese] jogo [Danish] juvel [Norwegian Bokmål] juvel [Norwegian Nynorsk] juvel [Swedish] juvel [Catalan] joia [Portuguese] joia [Icelandic] djóka [Dutch] juweel [Catalan] joiell [Galician] xoia [Aragonese] chuego [Lombard] giögh,*yek-,,22,623
[English] narrow [Middle English] narwe [Yola] narrowe [Jersey Dutch] nâr,*(s)ner-,,4,624
[English] long [French] long [Haitian Creole] long [Middle English] long [Norman] long [Occitan] long [Aromanian] lung [Romanian] lung [Romansch] lung [Esperanto] longa [Esperanto] longa [Italian] lungo [Scots] lang [English] chaise lounge [English] lunge [Galician] longo [Istriot] longo [Portuguese] longo [Norwegian Bokmål] longe [Norwegian Nynorsk] longe [Finnish] lonkero [Sicilian] longu [French] allonger [English] Landon [Italian] allungare [Occitan] alongar [Portuguese] alongar [Spanish] alongar [English] long-acuminate [Esperanto] longitudo [Old Occitan] lonc [English] Langdon [Friulian] lunc [Catalan] llong [Spanish] lonja [English] Langley [Romanian] lungime [English] longilateral [English] longimetry [Aromanian] lungu [English] longiroster [Asturian] llongu [Norman] laong [Dalmatian] luang [Ladin] lonch [Neapolitan] luongo [Aromanian] lundzimi [English] Langston [English] Langford [English] Longfield [English] Langham [English] Langworthy [Norman] loung [Ligurian] lóngo [English] Langridge [Yola] lhaung [Italian] longi- [English] Longdon [English] Longbottom [Dutch] Longerhouw [English] Langdown [English] Langthorne,*dlongʰos,,62,625
[English] melt [Middle English] melten,*(s)mel-,,2,626
[English] loss [Middle English] los [Yola] lass,*lewHs-,,3,627
[Norwegian Bokmål] house [Dutch] osso [Sranan Tongo] oso [Tok Pisin] haus kuk [Tok Pisin] haus buk [Chinese Pidgin English] houso,*(s)kews-,,6,628
[English] blade [Dutch] blade,*bʰl̥h₃otom,,2,629
[English] blade [Middle English] blade [Afrikaans] blad [Danish] blad [Norwegian Bokmål] blad [Norwegian Nynorsk] blad [Swedish] blad [German Low German] Blatt [Faroese] blað [Icelandic] blað [Indonesian] belat [Old Swedish] blaþ,*bʰlh̥₃oto,,12,630
[English] blade [Middle English] blade [French] blé,*bhlēdh-,,3,631
[English] blade [Middle English] blade,*bhlē-,,2,632
[English] sugar [German] Zucker [Afrikaans] suiker [Dutch] suiker [Papiamentu] suku [English] saccharine [Icelandic] sykur [Lower Sorbian] cukor [Slovak] cukor [Catalan] sucre [Serbo-Croatian] šećer [Marshallese] juga [Indonesian] sakar [Indonesian] sakar [Malay] sakar [Indonesian] saka [Scottish Gaelic] siùcar [Hindi] शक्कर [Persian] شکر [Crimean Tatar] şeker [Turkish] şeker [Zazaki] şeker [Greek] ζάχαρη [Polish] cukier [Yiddish] צוקער [Danish] sukker [Livonian] sukker [Russian] сахар [Ukrainian] сахар [Portuguese] açúcar [Dhivehi] ހަކުރު [English] jaggery [Ottoman Turkish] شكر [Uzbek] shakar [Southern Altai] чикир [Northern Altai] шикир [Tuvan] чигир [Mongolian] чихэр [Karachay-Balkar] шекер [Kazakh] шекер [Kyrgyz] шекер [Serbo-Croatian] cukar [Tajik] шакар [Afar] sokkar [Irish] siúcra [Latvian] cukurs [Old French] çucre [Breton] sukr [Karelian] zuahari [Arabic] سكر [Marathi] साखर [Classical Syriac] ܫܟܪ [Latin] saccharon [Zazaki] seker [Faroese] sukur [Kaingang] asuka [Friulian] zucar [Middle Persian] škl [Kabuverdianu] sukra [Marshallese] jukwa [Gujarati] સાકર [Tamil] சக்கரை [Ossetian] сӕкӕр [Pali] sakkharā [Cebuano] Sugar [Kikuyu] cukari [Xhosa] iswekile [Middle English] sugre [Ancient Greek] σάκχαρ [Shona] tsvigiri [Sotho] tswekere [Bengali] সুগার [Old Ruthenian] сахаръ [Old Ruthenian] цукоръ,*ḱorkeh₂,,74,633
[English] salt [Middle English] salt [Middle English] salte [English] salten [Scots] saut [Afrikaans] sout [Haitian Creole] sèl [Yola] zall [Mauritian Creole] disel [Seychellois Creole] disel [Marshallese] jo̧o̧ļ,*seh₂l-,,11,634
[English] river [English] rope [English] rope [Dutch] rivier [Sranan Tongo] liba [French] rivière [French] rivière [Tok Pisin] riva [Middle French] riviere [German] Revier [Norman] riviéthe [Marshallese] reba [Hungarian] ráf [Polish] rewir,*h₁reyp-,,14,635
[English] near [Yola] near [English] kidney [Afrikaans] nier [Faroese] nýra [Icelandic] nýra [Swedish] njure [French] néphrologie [English] nephron [Danish] nyre [Norwegian Bokmål] nyre [Norwegian Nynorsk] nyre [Tok Pisin] kidni [Irish] neifri- [English] nephropid [Translingual] Nephrozoa [Spanish] nefrona [Old Swedish] niure [Italian] metanefro [Italian] pronefro [Italian] perinefrio,*negʷʰrós,,21,636
[English] near [English] oncology [Westrobothnian] ner [Swedish] när [Westrobothnian] när [Danish] nå [Norwegian Bokmål] nå [Norwegian Nynorsk] nå [Swedish] nå [Danish] nær [Icelandic] nær [Norwegian Bokmål] nær [Norwegian Nynorsk] nær [Icelandic] ná [Translingual] Oncorhynchus [Swedish] nära [Scottish Gaelic] èiginn [Manx] egin [Dutch] oncologie [English] onchocerciasis [Danish] når [Norwegian Bokmål] når [Norwegian Nynorsk] når [Icelandic] ná- [Danish] hvornår [English] onco- [Norwegian Nynorsk] nærare [Norwegian Nynorsk] nærast [Norwegian Nynorsk] nærmast [Irish] éigean [Ukrainian] онкологія [Hungarian] onkológia,*h₂neḱ-,,32,637
[Irish] fear [Irish] fear [Catalan] barb [English] -ward [Romanian] urdă [Ido] varma [English] garage [Pali] vata [Galician] verro [Tok Pisin] wot [Tok Pisin] wot [Tok Pisin] wot [Faroese] íkorni [Icelandic] íkorni [Danish] egern [Spanish] barro [Louisiana Creole French] guéri [Khmer] ព្រះ [Swedish] ekorre [Thai] พร [Thai] พระ [Hungarian] rajzol [Cebuano] garahe [Norwegian Bokmål] ekorn [Norwegian Bokmål] ekorn [Norwegian Nynorsk] ekorn [Esperanto] varmo [Irish] fearthainn [Burmese] ဘုရား [Telugu] వరము [Translingual] Viverra [Malay] garaj [Japanese] ラブライバー [Ido] garar [Middle Irish] feraid [Tok Pisin] werim [Japanese] 墓マイラー [Scanian] igarne [Indonesian] garasi [Balinese] ᬯᬭ [Telugu] వరంబు [Turkish] gerçi [Galician] vérrago [Magahi] 𑂥𑂩 [Korean] -러 [Javanese] ꦮꦫ,*wer-,,46,638
[English] sand [English] sand [Afrikaans] sand [Danish] sand [Middle English] sand [Norwegian Bokmål] sand [Norwegian Nynorsk] sand [Swedish] sand [Asturian] sable [French] sable [Translingual] Sabella [English] Sandy [German] Sand [Hunsrik] Sand [Luxembourgish] Sand [Faroese] sandur [Icelandic] sandur [Norwegian Bokmål] Kristiansand [Papiamentu] santu [Faroese] Sandur [Galician] saibro [Portuguese] saibro [English] Sandford [Dutch] zavel [English] Sandridge [English] Sandwick [Yola] zoane [Yola] zoane [English] Sanderford [Romagnol] sàbia [English] Sandilands [English] Sandall [English] Sancton,*sámh₂dʰos,,33,639
[English] smoke [Middle English] smoke [Yola] smock,*smug-,,3,640
[English] full [Scots] fou [Middle English] ful [Yola] vull,*pēl(w)-,,4,641
[English] full [Walloon] fleur [Galician] flor [Kabuverdianu] flor [Occitan] flor [Papiamentu] flor [Papiamentu] flor [Portuguese] flor [English] bless [Occitan] flour [English] blossom [Sranan Tongo] bro [Scottish Gaelic] blàth [Maltese] folla [Portuguese] baleia [Translingual] Phyllopoda [Greek] φύλλο [English] phylloxera [Galician] balea [Translingual] Petalophyllum [Sranan Tongo] blesi [Manx] blaa [Irish] bláth [Guinea-Bissau Creole] flur [Scottish Gaelic] flùr [Irish] plúr [English] -phyll [Translingual] Phyllanthus [French] foulon [Norman] flieur [Translingual] Phyllostachys [Norwegian Bokmål] plomme [Norwegian Nynorsk] plomme [Translingual] Schizophyllum [Sinte Romani] blûma [Translingual] Phyllium [Tok Pisin] plaua [English] balichao [Translingual] Rhapidophyllum [Old Norse] flúr [English] phyllon [Kabuverdianu] flór [Middle English] blosme [Middle English] blessen [Italian] -fillo [Italian] fillocacto [Italian] fillo- [Dutch] fyllosilicaat,*bʰleh₃-,,48,642
[Catalan] full [Old French] foil [Old Occitan] folha [Portuguese] folha [English] folic acid [Spanish] hoja [Ido] folio [Galician] folla [Spanish] follar [Norwegian Bokmål] folie [Norwegian Nynorsk] folie [Italian] foglia [Italian] foglio [Walloon] foye [Catalan] fulla [Kabuverdianu] folia [Romansch] figl [Italian] sfogliare [Occitan] fuèlha [English] folivore [Chavacano] hojas [Chavacano] hojas [English] foliophagy [English] foliole [Sicilian] fogghiu [Sicilian] fogghia [Old French] fueille [Romanian] foaie [Venetian] fogia [Hungarian] folsav [Romanian] fuior [English] infoliate [Asturian] fueya [Ladino] foja [Old Spanish] foja [Venetian] foja [Romansch] fögl [Romansch] fegl [Romansch] föglia [Norman] fielle [Norman] fuule [Norman] fieille [Dalmatian] fualja [Friulian] fuee [English] foliform [Spanish] hojuela [Old Occitan] folh [Aromanian] fuljor [English] foliicolous [Portuguese] filhó [Galician] filloa [Dutch] foelie [Kabuverdianu] fódja [Guinea-Bissau Creole] fodja [Arabic] بلية [Papiamentu] foya [Ternate] fuli [Haitian Creole] fèy [Portuguese] folho [Sassarese] fógliu,*bʰolh₃yom,,60,643
[Czech] klub [Danish] klub [Serbo-Croatian] klub [Serbo-Croatian] клуб [Finnish] klubi [Vietnamese] câu lạc bộ [Norwegian Bokmål] klubb [Norwegian Nynorsk] klubb [Tok Pisin] klap [Icelandic] klúbbur [Korean] 구락부 [Greek] γκλομπ [Turkish] kulüp [Norwegian Bokmål] klubbe [Norwegian Nynorsk] klubbe [Yiddish] קלוב,*glemb-,,16,644
[Indonesian] meter [Mòcheno] meter [Old Gujarati] म [English] metre [Italian] metro [Portuguese] metro [Spanish] metro [Romani] ma [Spanish] matar [Indonesian] matra [English] Metis [English] heliometer [English] fistmele [Irish] mó [Kalasha] mo [English] metis [Hebrew] מטר [English] -meter [English] metronome [Indonesian] metrum [Latin] metrum [Norwegian Bokmål] metrum [Norwegian Nynorsk] metrum [Crimean Tatar] millimetr [Faroese] metur [Czech] metr [Polish] metr [Catalan] -metre [English] metron [Polish] centymetr [Ottoman Turkish] مات [Polish] -metria [Galician] -metro [Italian] -metro [Portuguese] -metro [Spanish] -metro [Bulgarian] метър [Greek] μέτρο [Italian] metato [Scottish Gaelic] meatair [English] bdellometer [Irish] méadar [French] -métrie [Urdu] مت [Hindi] मत [Thai] มาตรา [Konkani] मेज्चे [Marathi] मोजणे [Gandhari] 𐨨 [Punjabi] ਮਤ [Pali] māna [French] moye [Galician] medoña [Irish] ceintiméadar [Ashokan Prakrit] 𑀫𑀸 [Kazakh] педометр [Phalura] móoṇ [Kazakh] колориметр [Polish] -metr [Irish] meadar,*meh₁-,,60,645
[Kholosi] meter [Urdu] موت [Rohingya] mut [Hindi] मूत [Rajasthani] मूत [Kalasha] mútra [Phalura] múutr [Kashmiri] مٕتھٕر [Malayalam] മൂത്രം [Oriya] ମୂତ୍ର [Oriya] ମୂତ,*múHtrom,,11,646
[Irish] lig [Scottish Gaelic] leig,*linékʷti,,2,647
[Tok Pisin] klin [Sranan Tongo] krin [Tok Pisin] klinim,*glēy-,,3,648
[Serbo-Croatian] lift [Serbo-Croatian] lift [Slovak] lift [Slovak] lift [Uzbek] lift [Uzbek] lift [Swedish] löv [Finnish] liftata [Finnish] liftata [Icelandic] lauf [Kazakh] лифт [Kazakh] лифт [Mongolian] лифт [Mongolian] лифт [Serbo-Croatian] лифт [Serbo-Croatian] лифт [Norwegian Bokmål] lauv [Norwegian Nynorsk] lauv [Norwegian Bokmål] løv [Faroese] leyv [Jamtish] louv [Yiddish] ליפֿט [Yiddish] ליפֿט,*lewp-,,23,649
[Danish] sal [Norwegian Bokmål] sal [Norwegian Nynorsk] sal [Swedish] sal [Norwegian] Solveig [Norwegian] Solfrid [Icelandic] salur,*sol-,,7,650
[Norwegian Bokmål] sal [Norwegian Nynorsk] sal [Icelandic] söðull [Danish] sadel [Norwegian Bokmål] sadel [Swedish] sadel,*sod-tló-,,6,651
[Norwegian Nynorsk] fil [Dutch] file [Dutch] file [Indonesian] fail [Cebuano] hilo [Kapampangan] hilo [Turkish] filo [English] filaria [English] fileteado [Hungarian] fájl [English] filar [Kazakh] профиль [English] filanders [English] filacer [English] filoplume [Dalmatian] filur [Translingual] Filoviridae [Marshallese] baeļ [Translingual] Filovirus,*gʷʰiH-(s-)lo-,,19,652
[Danish] himmel [Norwegian Bokmål] himmel [Norwegian Nynorsk] himmel [Icelandic] himinn [Faroese] himin,*ḱemen-,,5,653
[Gallo] vein [Aromanian] yin [Classical Nahuatl] vino [French] vin [Middle French] vin [English] vint [English] vinaceous [English] vinolent [French] vinaigre [English] beno [Tok Pisin] wain [Scottish Gaelic] fìon [French] vigne [Armenian] գինի [Hiligaynon] bino [Swahili] divai [Spanish] eno- [Irish] fíon [Manx] feeyn [English] œnolin [Malagasy] divay [Norman] vîn [English] sulphovinic acid [Rotokas] uain [Hungarian] vinil [English] oenomancy [Hungarian] önológia [Bourguignon] veing [Louisiana Creole French] diven [German] Vinothek [English] oenopoetic [German] öno-,*wóyh₁nom,,32,654
[Papiamentu] e [Papiamentu] e [Guinea-Bissau Creole] es [Kabuverdianu] es [Ido] esto [Kabuverdianu] aes [Ido] ica [Papiamentu] esaki [Papiamentu] esaya,*aus-,,9,655
[Romanian] e [Spanish] es [French] est [Sardinian] est [Afrikaans] eet [Italian] è [Romanian] este [Czech] jíst [Galician] é [Bulgarian] ям [Romagnol] l'è,*h₁édti,,11,656
[Czech] sorry [Mauritian Creole] sori [Serbo-Croatian] sori [Tok Pisin] sori,*sayǝw-,,4,657
[English] organism [English] organ [Indonesian] organ [Norwegian Bokmål] organ [Norwegian Nynorsk] organ [Polish] organ [Romanian] organ [Nigerian Pidgin] wok [Tok Pisin] wok [Afrikaans] orgaan [Dutch] orgaan [English] irk [Pijin] waka [Afrikaans] werk [English] organum [English] organon [Catalan] orgue [French] orgue [Finnish] organismi [Esperanto] organo [Ido] organo [Italian] organo [Dutch] orgel [Norwegian Bokmål] virke [Norwegian Nynorsk] yrkja [Galician] órgano [Spanish] órgano [Italian] argano [English] wark [Czech] orgán [Irish] orgán [Portuguese] órgão [Greek] όργανο [Hungarian] orgona [Serbo-Croatian] orgulje [Latin] organizo [Bulgarian] орган [Macedonian] орган [Moksha] орган [Esperanto] orgeno [Swedish] yrka [Classical Syriac] ܐܘܪܓܢܘܢ [Georgian] ორგანო [Irish] orgánacht [Irish] orgánach [Serbo-Croatian] оргуље [Old Swedish] yrkia [Westrobothnian] örk [Afrikaans] orrel [West Frisian] oargel [Sranan Tongo] wroko [Marshallese] o̧kwōn [Azerbaijani] orqan,*werǵ-,,53,658
[Rohingya] san [Hindi] चांद [Rajasthani] चांद [Urdu] چاند [Khmer] ព្រះច័ន្ទ [Lao] ຈັນ [Pali] canda [Assamese] চাঁদ [ Bengali ] চাঁদ [Hindi] चाँद [Indonesian] cendera [Malay] cendera [Indonesian] candra [Old Javanese] candra [Chakma] 𑄌𑄚𑄴 [Sindhi] چنڊ [Khmer] ព្រះចន្ទ្រ [Assamese] চান [Hajong] চান [Sinhalese] සඳ [Gujarati] ચાંદરણી [Dhivehi] ހަނދު [Khmer] ចន្ទ [Hindi] चाँदनी [Sinhalese] හඳ [Assamese] চান্দ [Early Assamese] চান্দ [Indonesian] cenderawasih [Oriya] ଚନ୍ଦ୍ର [Marathi] चांदणी [Malayalam] ചന്ദ്രൻ [Indonesian] candradimuka [Bengali] চান্নি [Bengali] চাঁদনি [Balinese] ᬘᬦ᭄ᬤ᭄ᬭ [Gujarati] ચાંદ,*(s)kand-,,36,659
[Venetian] san [Afrikaans] soen,*swā-n-,,2,660
[Guinea-Bissau Creole] bo [Kabuverdianu] bo [Papiamentu] bo [Kristang] bos [Kabuverdianu] abo [Papiamentu] abo [Guinea-Bissau Creole] bu,*wōs,,7,661
[Kalasha] bo [Urdu] بہت,*bʰénǵʰus,,2,662
[Sranan Tongo] bo [English] bow [Danish] bov [Dutch] boeg,*bʰeh₂ǵʰus,,4,663
[English] crowd [Old French] rote [English] crwth,*krū̆t,,3,664
[Norwegian Bokmål] clutch [Norwegian Nynorsk] clutch [Norwegian Nynorsk] kløtsje,*glew-,,3,665
[Norwegian Bokmål] clutch [Norwegian Nynorsk] clutch,*glēk-,,2,666
